flight_id,airline,origin_airport,destination_airport,flight_day,scheduled_hour,weather_condition,passenger_count,previous_delay_minutes,security_wait_minutes,gate_changes,delayed
FL622,AirBlue,LHE,SIN,Saturday,7,Cloudy,205.0,7.0,12.0,0,1
FL623,Qatar,LHE,BKK,Tuesday,5,Rain,131.0,0.0,22.0,0,1
FL624,Qatar,JFK,LHE,Saturday,8,Cloudy,169.0,25.0,13.0,0,1
FL625,Turkish,JFK,LHE,Monday,18,Cloudy,171.0,88.0,22.0,0,1
FL626,SereneAir,DXB,BKK,Tuesday,16,Clear,152.0,62.0,4.0,0,1
FL627,SereneAir,JFK,BKK,Tuesday,9,Clear,152.0,21.0,7.0,0,1
FL628,Turkish,JFK,SIN,Friday,19,Clear,195.0,104.0,27.0,0,1
FL629,Qatar,SIN,BKK,Sunday,9,Rain,145.0,28.0,4.0,0,1
FL630,AirBlue,BKK,LHR,Monday,18,Clear,197.0,0.0,22.0,0,0
FL631,SereneAir,BKK,IST,Wednesday,6,Clear,169.0,0.0,14.0,0,1
FL632,PIA,IST,DOH,Thursday,10,Cloudy,147.0,0.0,10.0,0,0
FL633,Emirates,ISB,KHI,Saturday,18,Cloudy,144.0,62.0,8.0,0,1
FL634,Qatar,LHR,KHI,Monday,7,Clear,201.0,9.0,22.0,0,1
FL635,PIA,DOH,SIN,Monday,14,Fog,181.0,23.0,27.0,0,0
FL636,AirBlue,ISB,LHR,Wednesday,8,Clear,184.0,107.0,14.0,0,1
FL637,FlyJinnah,IST,DOH,Tuesday,8,Fog,118.0,16.0,33.0,0,0
FL638,AirBlue,KHI,DXB,Wednesday,17,Rain,158.0,0.0,41.0,0,0
FL639,SereneAir,SIN,ISB,Thursday,20,Rain,128.0,0.0,26.0,0,0
FL640,AirBlue,DXB,ISB,Wednesday,18,Clear,200.0,1.0,21.0,0,0
FL641,Qatar,IST,KHI,Tuesday,12,Clear,143.0,10.0,12.0,0,0
FL642,Turkish,KHI,LHE,Sunday,18,Clear,252.0,93.0,24.0,0,1
FL643,AirBlue,DXB,SIN,Friday,10,Clear,145.0,15.0,21.0,0,1
FL644,SereneAir,DXB,BKK,Wednesday,8,Cloudy,136.0,50.0,25.0,1,1
FL645,Turkish,SIN,IST,Wednesday,7,Cloudy,121.0,23.0,14.0,0,0
FL646,FlyJinnah,LHE,LHR,Wednesday,13,Clear,220.0,32.0,10.0,0,1
FL647,SereneAir,DXB,KHI,Monday,5,Clear,167.0,3.0,4.0,1,0
FL648,Emirates,IST,LHE,Tuesday,16,Clear,190.0,46.0,19.0,0,1
FL649,PIA,BKK,KHI,Monday,12,Cloudy,189.0,23.0,23.0,0,1
FL650,PIA,JFK,KHI,Thursday,20,,150.0,0.0,25.0,1,1
FL651,Qatar,ISB,LHE,Wednesday,22,Clear,128.0,0.0,14.0,1,1
FL652,AirBlue,DXB,JFK,Monday,19,Clear,175.0,19.0,24.0,0,0
FL653,FlyJinnah,LHR,JFK,Friday,20,Fog,164.0,25.0,11.0,0,1
FL654,Emirates,LHR,JFK,Thursday,11,Rain,186.0,0.0,8.0,0,0
FL655,Qatar,DOH,LHR,Wednesday,16,Rain,209.0,7.0,27.0,1,1
FL656,AirBlue,IST,KHI,Monday,9,Clear,144.0,31.0,22.0,0,0
FL657,SereneAir,BKK,KHI,Friday,19,Clear,166.0,0.0,27.0,0,1
FL658,AirBlue,BKK,IST,Friday,10,Cloudy,153.0,39.0,30.0,0,1
FL659,Qatar,ISB,JFK,Saturday,5,Clear,183.0,0.0,13.0,0,1
FL660,SereneAir,LHR,SIN,Sunday,16,Fog,214.0,43.0,20.0,0,1
FL661,Emirates,IST,BKK,Monday,20,Rain,160.0,132.0,20.0,0,1
FL662,AirBlue,IST,LHE,Sunday,15,Rain,207.0,0.0,12.0,0,0
FL663,PIA,DOH,IST,Saturday,6,Cloudy,203.0,0.0,18.0,0,1
FL664,Turkish,JFK,DXB,Thursday,6,Clear,125.0,2.0,15.0,0,0
FL665,AirBlue,IST,LHR,Thursday,19,Clear,169.0,2.0,29.0,0,1
FL666,Emirates,KHI,DOH,Monday,19,Clear,220.0,18.0,22.0,0,1
FL667,Qatar,IST,ISB,Thursday,8,Clear,128.0,0.0,21.0,0,0
FL668,Emirates,ISB,DOH,Monday,8,Clear,194.0,53.0,28.0,0,0
FL669,SereneAir,LHR,DXB,Tuesday,18,Clear,152.0,37.0,31.0,0,1
FL670,AirBlue,LHE,JFK,Saturday,6,Clear,181.0,66.0,13.0,1,0
FL671,FlyJinnah,BKK,ISB,Thursday,19,Clear,171.0,14.0,21.0,0,0
FL672,Turkish,IST,SIN,Thursday,17,Storm,162.0,34.0,31.0,0,0
FL673,Qatar,LHR,KHI,Wednesday,17,Cloudy,269.0,20.0,29.0,0,0
FL674,SereneAir,DXB,KHI,Tuesday,20,Clear,188.0,23.0,4.0,0,1
FL675,SereneAir,IST,LHR,Friday,11,Storm,160.0,18.0,9.0,0,0
FL676,PIA,LHR,LHE,Thursday,17,Cloudy,152.0,36.0,18.0,0,1
FL677,PIA,ISB,SIN,Wednesday,5,Clear,171.0,9.0,,0,0
FL678,Emirates,DOH,LHE,Saturday,8,Cloudy,188.0,20.0,17.0,0,0
FL679,SereneAir,DOH,IST,Tuesday,15,Cloudy,143.0,35.0,16.0,0,1
FL680,Emirates,LHR,BKK,Tuesday,10,Rain,145.0,17.0,8.0,0,1
FL681,PIA,SIN,ISB,Sunday,11,Rain,140.0,3.0,11.0,0,0
FL682,FlyJinnah,ISB,SIN,Sunday,18,Clear,173.0,7.0,27.0,0,0
FL683,Turkish,ISB,LHE,Saturday,15,Clear,152.0,0.0,4.0,0,0
FL684,Emirates,DOH,ISB,Sunday,13,Cloudy,165.0,14.0,17.0,0,0
FL685,PIA,KHI,IST,Thursday,13,Clear,171.0,48.0,9.0,0,0
FL686,AirBlue,DXB,LHE,Friday,17,Cloudy,133.0,16.0,32.0,0,0
FL687,FlyJinnah,JFK,LHE,Monday,8,Clear,126.0,98.0,22.0,0,0
FL688,PIA,LHE,JFK,Friday,19,,130.0,36.0,31.0,0,1
FL689,Turkish,LHE,IST,Sunday,18,Clear,98.0,38.0,18.0,0,0
FL690,Qatar,DOH,LHE,Saturday,9,Fog,134.0,34.0,28.0,1,0
FL691,Turkish,DXB,DOH,Monday,19,Clear,214.0,,32.0,0,1
FL692,Qatar,ISB,DXB,Wednesday,6,Clear,201.0,33.0,20.0,0,0
FL693,Qatar,DXB,KHI,Friday,5,Fog,173.0,16.0,27.0,0,0
FL694,Emirates,SIN,LHR,Tuesday,18,Cloudy,130.0,16.0,15.0,0,1
FL695,PIA,LHE,BKK,Wednesday,6,Clear,209.0,100.0,14.0,0,1
FL696,Qatar,BKK,DXB,Sunday,13,Cloudy,144.0,37.0,22.0,0,1
FL697,FlyJinnah,DOH,DXB,Wednesday,19,Clear,184.0,45.0,21.0,0,0
FL698,Qatar,ISB,JFK,Monday,20,Cloudy,153.0,9.0,20.0,1,0
FL699,FlyJinnah,LHR,DOH,Sunday,19,Storm,177.0,14.0,29.0,0,1
FL700,Turkish,JFK,LHE,Thursday,17,Cloudy,179.0,19.0,27.0,0,1
FL701,PIA,DXB,LHR,Saturday,17,Rain,,12.0,23.0,1,1
FL702,Qatar,DXB,IST,Tuesday,16,Clear,175.0,19.0,7.0,0,0
FL703,Emirates,DOH,JFK,Sunday,14,Rain,167.0,52.0,11.0,0,1
FL704,Turkish,SIN,DXB,Wednesday,17,Clear,116.0,37.0,34.0,0,1
FL705,PIA,DOH,IST,Friday,10,Rain,191.0,21.0,4.0,1,1
FL706,PIA,DOH,ISB,Friday,18,Fog,218.0,0.0,31.0,2,0
FL707,Turkish,JFK,ISB,Sunday,7,Clear,154.0,0.0,30.0,0,0
FL708,FlyJinnah,LHR,DXB,Tuesday,19,Clear,152.0,0.0,24.0,1,1
FL709,SereneAir,BKK,ISB,Monday,9,Cloudy,202.0,0.0,18.0,0,0
FL710,FlyJinnah,ISB,LHE,Wednesday,19,Cloudy,204.0,8.0,27.0,0,1
FL711,Emirates,ISB,DOH,Monday,16,Clear,124.0,13.0,10.0,0,1
FL712,Turkish,IST,BKK,Saturday,5,Clear,199.0,62.0,20.0,0,1
FL713,PIA,IST,JFK,Wednesday,21,Fog,100.0,44.0,21.0,1,1
FL714,SereneAir,SIN,BKK,Sunday,15,Clear,180.0,120.0,4.0,1,1
FL715,Qatar,SIN,JFK,Friday,17,Rain,152.0,12.0,13.0,0,1
FL716,Turkish,IST,DXB,Thursday,9,Storm,150.0,0.0,12.0,1,1
FL717,Turkish,JFK,DXB,Friday,18,Storm,190.0,7.0,20.0,0,1
FL718,Qatar,LHE,SIN,Saturday,19,Clear,182.0,31.0,15.0,0,1
FL719,Turkish,JFK,ISB,Saturday,7,Clear,118.0,11.0,21.0,0,1
FL720,Turkish,IST,KHI,Saturday,5,Cloudy,139.0,29.0,4.0,0,1
FL721,Turkish,BKK,SIN,Monday,7,Clear,117.0,0.0,22.0,0,0
FL722,FlyJinnah,IST,ISB,Friday,13,Cloudy,77.0,11.0,6.0,1,0
FL723,Emirates,DXB,LHR,Friday,8,Rain,151.0,29.0,18.0,1,1
FL724,PIA,DXB,IST,Tuesday,6,Cloudy,141.0,13.0,29.0,0,1
FL725,SereneAir,DXB,IST,Friday,11,Clear,194.0,28.0,13.0,0,0
FL726,AirBlue,DOH,KHI,Wednesday,18,Rain,167.0,20.0,20.0,0,0
FL727,PIA,JFK,KHI,Saturday,18,Clear,195.0,0.0,30.0,0,1
FL728,Emirates,DXB,IST,Thursday,7,Rain,161.0,0.0,38.0,1,1
FL729,AirBlue,LHE,ISB,Thursday,17,Cloudy,146.0,4.0,8.0,0,0
FL730,FlyJinnah,JFK,IST,Friday,12,Clear,224.0,38.0,15.0,0,1
FL731,SereneAir,KHI,JFK,Saturday,10,Clear,218.0,0.0,10.0,0,1
FL732,FlyJinnah,ISB,BKK,Sunday,9,Cloudy,106.0,31.0,14.0,0,1
FL733,FlyJinnah,JFK,DXB,Friday,19,Cloudy,168.0,5.0,20.0,0,1
FL734,Turkish,IST,JFK,Sunday,18,,189.0,17.0,37.0,0,1
FL735,SereneAir,IST,LHR,Tuesday,14,Clear,238.0,16.0,12.0,1,0
FL736,Emirates,DXB,ISB,Wednesday,17,Rain,137.0,26.0,29.0,0,1
FL737,Emirates,SIN,LHE,Monday,17,,182.0,37.0,16.0,1,1
FL738,FlyJinnah,JFK,DOH,Thursday,6,Storm,124.0,6.0,9.0,0,1
FL739,PIA,LHR,DXB,Friday,21,Clear,169.0,31.0,11.0,0,1
FL740,Turkish,LHR,DXB,Monday,7,Cloudy,104.0,18.0,22.0,0,1
FL741,SereneAir,BKK,JFK,Sunday,5,Cloudy,167.0,0.0,11.0,0,0
FL742,Emirates,KHI,LHE,Thursday,17,Clear,165.0,3.0,30.0,1,1
FL743,Turkish,SIN,LHR,Tuesday,17,Cloudy,139.0,22.0,20.0,0,1
FL744,Emirates,LHE,DXB,Wednesday,14,Clear,119.0,0.0,14.0,0,0
FL745,AirBlue,LHE,BKK,Saturday,18,Clear,146.0,107.0,22.0,0,1
FL746,AirBlue,KHI,JFK,Saturday,15,Clear,104.0,0.0,21.0,0,0
FL747,SereneAir,SIN,BKK,Saturday,16,Clear,200.0,37.0,17.0,0,0
FL748,Turkish,BKK,DOH,Sunday,17,Cloudy,186.0,51.0,28.0,1,0
FL749,PIA,LHE,BKK,Sunday,11,Cloudy,144.0,96.0,10.0,0,1
FL750,Turkish,DXB,LHE,Saturday,18,Cloudy,191.0,0.0,27.0,0,1
FL751,SereneAir,LHR,IST,Saturday,11,Cloudy,225.0,0.0,8.0,0,1
FL752,Qatar,DOH,JFK,Monday,19,Fog,158.0,13.0,16.0,0,0
FL753,Qatar,ISB,SIN,Friday,16,Clear,88.0,20.0,15.0,0,1
FL754,Turkish,LHE,KHI,Thursday,18,Clear,108.0,23.0,29.0,0,0
FL755,Emirates,IST,LHE,Friday,17,Clear,220.0,16.0,,0,1
FL756,AirBlue,LHR,ISB,Wednesday,16,Cloudy,119.0,27.0,20.0,0,0
FL757,PIA,BKK,LHR,Monday,7,Clear,161.0,2.0,36.0,0,0
FL758,Emirates,DXB,IST,Sunday,17,Fog,206.0,0.0,21.0,1,1
FL759,SereneAir,DXB,LHE,Wednesday,8,Clear,194.0,23.0,28.0,0,1
FL760,Qatar,JFK,LHE,Friday,15,Storm,114.0,24.0,13.0,0,1
FL761,AirBlue,DOH,DXB,Thursday,8,Fog,111.0,11.0,17.0,0,1
FL762,SereneAir,ISB,DXB,Thursday,12,Clear,185.0,7.0,20.0,0,0
FL763,Emirates,JFK,LHR,Thursday,18,Clear,140.0,25.0,20.0,0,0
FL764,FlyJinnah,JFK,DOH,Friday,10,Clear,79.0,10.0,31.0,0,0
FL765,SereneAir,ISB,LHE,Wednesday,18,,143.0,,17.0,0,1
FL766,FlyJinnah,KHI,DOH,Tuesday,17,Rain,134.0,28.0,14.0,0,0
FL767,Turkish,KHI,LHR,Tuesday,9,Fog,137.0,23.0,8.0,0,0
FL768,PIA,DXB,LHE,Sunday,8,Clear,162.0,13.0,18.0,0,1
FL769,PIA,IST,LHR,Saturday,7,Clear,143.0,39.0,19.0,0,1
FL770,Turkish,KHI,JFK,Saturday,17,Cloudy,108.0,32.0,30.0,1,1
FL771,FlyJinnah,ISB,IST,Thursday,8,Cloudy,110.0,0.0,,0,1
FL772,FlyJinnah,SIN,JFK,Sunday,17,Clear,118.0,49.0,28.0,0,1
FL773,PIA,LHR,SIN,Wednesday,6,Cloudy,137.0,27.0,15.0,0,1
FL774,SereneAir,ISB,LHE,Wednesday,17,Cloudy,146.0,20.0,25.0,0,1
FL775,Qatar,DXB,BKK,Friday,12,Clear,150.0,21.0,5.0,0,1
FL776,Emirates,DOH,LHR,Thursday,5,Fog,162.0,40.0,18.0,1,1
FL777,Turkish,DXB,ISB,Wednesday,15,Clear,192.0,8.0,20.0,0,1
FL778,PIA,JFK,DXB,Monday,18,Cloudy,158.0,33.0,18.0,0,1
FL779,Emirates,BKK,LHR,Friday,11,Cloudy,123.0,8.0,11.0,0,0
FL780,Qatar,LHE,LHR,Wednesday,10,Cloudy,151.0,10.0,17.0,0,1
FL781,FlyJinnah,LHR,ISB,Tuesday,16,Clear,140.0,29.0,33.0,0,1
FL782,AirBlue,JFK,KHI,Monday,10,Clear,189.0,23.0,18.0,0,0
FL783,Qatar,DOH,JFK,Sunday,9,Clear,237.0,0.0,17.0,0,0
FL784,Turkish,LHR,LHE,Sunday,7,Clear,131.0,10.0,29.0,0,0
FL785,Emirates,ISB,DOH,Tuesday,16,Clear,208.0,25.0,27.0,0,0
FL786,PIA,BKK,JFK,Friday,13,Clear,200.0,3.0,18.0,0,0
FL787,PIA,DXB,SIN,Thursday,8,Cloudy,232.0,11.0,25.0,0,0
FL788,FlyJinnah,KHI,ISB,Saturday,5,Cloudy,248.0,0.0,28.0,0,1
FL789,Emirates,SIN,ISB,Thursday,12,Cloudy,154.0,31.0,15.0,0,0
FL790,PIA,KHI,DXB,Sunday,8,Rain,165.0,5.0,,0,1
FL791,PIA,LHR,SIN,Sunday,8,Clear,153.0,32.0,20.0,0,1
FL792,AirBlue,IST,JFK,Saturday,9,Fog,194.0,35.0,11.0,0,1
FL793,Emirates,DXB,ISB,Sunday,8,Clear,139.0,6.0,21.0,0,0
FL794,AirBlue,BKK,SIN,Wednesday,14,Clear,214.0,2.0,10.0,0,1
FL795,AirBlue,DXB,LHE,Wednesday,16,Cloudy,,22.0,7.0,0,0
FL796,AirBlue,DXB,JFK,Saturday,5,Cloudy,208.0,7.0,31.0,0,0
FL797,Qatar,DXB,DOH,Wednesday,18,Clear,234.0,0.0,31.0,0,1
FL798,Emirates,KHI,DXB,Friday,9,Clear,167.0,44.0,26.0,0,1
FL799,FlyJinnah,KHI,SIN,Tuesday,6,Cloudy,138.0,60.0,24.0,0,0
FL800,PIA,DOH,LHR,Friday,8,Cloudy,144.0,32.0,19.0,0,0
FL801,Emirates,LHR,KHI,Sunday,20,Clear,121.0,58.0,16.0,0,1
FL802,Qatar,LHE,DOH,Sunday,6,Clear,153.0,28.0,4.0,0,0
FL803,AirBlue,JFK,LHE,Sunday,7,Cloudy,144.0,33.0,18.0,0,1
FL804,Turkish,DOH,JFK,Tuesday,9,Cloudy,180.0,0.0,4.0,0,1
FL805,Emirates,LHE,SIN,Sunday,8,Rain,181.0,,24.0,0,0
FL806,Qatar,SIN,LHR,Sunday,8,Clear,197.0,38.0,14.0,0,0
FL807,Emirates,LHR,DXB,Wednesday,21,Cloudy,177.0,16.0,8.0,0,1
FL808,Turkish,JFK,LHE,Sunday,7,Clear,170.0,21.0,10.0,0,0
FL809,Turkish,KHI,JFK,Sunday,9,Rain,164.0,1.0,15.0,0,0
FL810,AirBlue,KHI,LHR,Thursday,10,Clear,209.0,20.0,16.0,1,0
FL811,Turkish,SIN,LHR,Wednesday,15,Cloudy,160.0,0.0,16.0,0,1
FL812,Qatar,DXB,KHI,Sunday,17,Rain,87.0,22.0,24.0,0,0
FL813,FlyJinnah,ISB,LHR,Friday,9,Cloudy,161.0,15.0,23.0,0,1
FL814,AirBlue,BKK,IST,Saturday,19,Clear,168.0,1.0,35.0,0,0
FL815,SereneAir,IST,DXB,Saturday,8,Clear,138.0,20.0,21.0,0,1
FL816,FlyJinnah,ISB,SIN,Sunday,17,Cloudy,134.0,27.0,27.0,0,1
FL817,Emirates,SIN,KHI,Tuesday,18,Clear,113.0,15.0,25.0,0,1
FL818,PIA,LHR,ISB,Monday,10,Clear,181.0,12.0,,0,1
FL819,Emirates,JFK,SIN,Monday,20,Clear,144.0,1.0,15.0,0,0
FL820,PIA,BKK,DXB,Sunday,17,Clear,112.0,0.0,24.0,0,0
FL821,PIA,LHE,ISB,Thursday,8,Clear,114.0,38.0,20.0,0,0
FL822,FlyJinnah,ISB,BKK,Thursday,18,Cloudy,173.0,21.0,21.0,0,1
FL823,Qatar,LHR,LHE,Sunday,16,Cloudy,148.0,32.0,22.0,0,0
FL824,Emirates,BKK,DXB,Tuesday,8,Clear,190.0,45.0,9.0,0,1
FL825,SereneAir,LHR,BKK,Friday,15,Rain,166.0,4.0,10.0,1,1
FL826,AirBlue,LHE,ISB,Tuesday,16,Rain,167.0,90.0,17.0,0,1
FL827,FlyJinnah,KHI,IST,Saturday,18,Fog,123.0,46.0,26.0,0,1
FL828,PIA,IST,LHR,Saturday,5,Cloudy,250.0,41.0,29.0,0,1
FL829,PIA,SIN,LHE,Thursday,18,Rain,144.0,13.0,25.0,0,0
FL830,PIA,SIN,IST,Friday,8,Fog,128.0,50.0,19.0,0,0
FL831,Turkish,DXB,IST,Monday,20,Fog,141.0,51.0,21.0,1,1
FL832,Emirates,BKK,KHI,Monday,18,Clear,142.0,15.0,41.0,0,0
FL833,AirBlue,IST,KHI,Tuesday,20,Clear,180.0,8.0,19.0,0,1
FL834,PIA,SIN,DOH,Friday,6,Cloudy,110.0,18.0,23.0,0,0
FL835,SereneAir,DOH,ISB,Thursday,18,Clear,137.0,0.0,19.0,0,0
FL836,Emirates,BKK,IST,Tuesday,19,Cloudy,215.0,0.0,15.0,0,0
FL837,Qatar,IST,LHR,Saturday,18,Storm,180.0,18.0,24.0,0,0
FL838,Qatar,BKK,JFK,Friday,14,Fog,126.0,30.0,19.0,1,0
FL839,Qatar,JFK,LHR,Saturday,17,Clear,182.0,0.0,10.0,0,0
FL840,PIA,DXB,LHE,Monday,16,Clear,154.0,89.0,20.0,0,1
FL841,SereneAir,LHR,DOH,Sunday,18,Clear,171.0,0.0,20.0,0,0
FL842,Qatar,SIN,DXB,Wednesday,18,Clear,155.0,0.0,17.0,0,0
FL843,Turkish,LHR,IST,Sunday,7,Clear,189.0,15.0,12.0,0,1
FL844,PIA,DXB,KHI,Monday,17,Fog,126.0,0.0,16.0,0,0
FL845,Turkish,DOH,KHI,Wednesday,22,Clear,211.0,19.0,17.0,0,1
FL846,Emirates,DXB,LHE,Monday,9,Storm,192.0,0.0,4.0,1,0
FL847,FlyJinnah,DOH,JFK,Sunday,18,Clear,107.0,44.0,21.0,0,0
FL848,Turkish,SIN,LHE,Monday,21,Rain,121.0,13.0,18.0,0,0
FL849,FlyJinnah,DOH,ISB,Thursday,16,Clear,78.0,31.0,6.0,0,0
FL850,Emirates,IST,KHI,Saturday,8,Clear,172.0,11.0,9.0,0,0
FL851,Emirates,DOH,JFK,Tuesday,15,Rain,185.0,10.0,,0,0
FL852,PIA,BKK,KHI,Friday,11,Clear,201.0,61.0,30.0,0,1
FL853,FlyJinnah,BKK,JFK,Sunday,10,Cloudy,187.0,77.0,12.0,1,1
FL854,Emirates,KHI,JFK,Thursday,17,Cloudy,216.0,17.0,30.0,0,0
FL855,FlyJinnah,DOH,ISB,Sunday,19,Cloudy,225.0,0.0,22.0,0,0
FL856,Qatar,IST,LHE,Thursday,17,Rain,174.0,23.0,25.0,0,0
FL857,SereneAir,KHI,JFK,Saturday,7,Clear,201.0,1.0,44.0,0,0
FL858,FlyJinnah,KHI,BKK,Monday,9,Clear,169.0,47.0,9.0,0,0
FL859,Emirates,BKK,KHI,Sunday,14,Cloudy,145.0,33.0,8.0,0,1
FL860,AirBlue,DOH,LHR,Thursday,11,Clear,182.0,15.0,11.0,0,0
FL861,Qatar,ISB,DOH,Monday,9,Cloudy,203.0,0.0,17.0,0,1
FL862,PIA,JFK,BKK,Friday,19,Clear,160.0,9.0,16.0,0,0
FL863,Qatar,BKK,ISB,Monday,20,Clear,132.0,44.0,20.0,0,0
FL864,Turkish,JFK,ISB,Tuesday,7,Clear,126.0,0.0,11.0,0,0
FL865,SereneAir,JFK,ISB,Thursday,18,Clear,178.0,4.0,25.0,1,0
FL866,Emirates,DXB,KHI,Saturday,7,Clear,168.0,7.0,32.0,0,0
FL867,SereneAir,DOH,IST,Monday,18,Clear,184.0,86.0,23.0,0,1
FL868,PIA,KHI,DOH,Thursday,16,Clear,196.0,118.0,17.0,0,0
FL869,SereneAir,LHE,JFK,Thursday,8,Cloudy,148.0,20.0,24.0,0,1
FL870,PIA,DXB,BKK,Wednesday,15,Clear,177.0,12.0,8.0,0,0
FL871,AirBlue,KHI,DOH,Monday,10,Cloudy,190.0,43.0,10.0,0,0
FL872,Emirates,JFK,DOH,Saturday,16,Clear,164.0,0.0,4.0,0,1
FL873,SereneAir,DXB,LHE,Wednesday,16,Clear,285.0,0.0,23.0,0,0
FL874,Qatar,DXB,LHR,Tuesday,18,Clear,202.0,7.0,23.0,0,0
FL875,Emirates,SIN,DXB,Tuesday,8,Clear,191.0,48.0,14.0,0,0
FL876,AirBlue,JFK,LHE,Thursday,6,Cloudy,142.0,46.0,13.0,0,1
FL877,Qatar,JFK,LHE,Thursday,5,Clear,143.0,9.0,9.0,0,0
FL878,SereneAir,LHR,DXB,Sunday,17,Rain,113.0,16.0,9.0,1,1
FL879,Turkish,ISB,JFK,Sunday,6,Fog,126.0,37.0,14.0,0,1
FL880,AirBlue,DOH,IST,Monday,18,Clear,181.0,91.0,17.0,0,0
FL881,PIA,LHE,SIN,Monday,18,Clear,137.0,25.0,36.0,0,0
FL882,PIA,LHR,IST,Wednesday,21,Rain,183.0,18.0,12.0,0,0
FL883,Emirates,KHI,JFK,Friday,21,Clear,128.0,0.0,11.0,0,1
FL884,SereneAir,LHE,ISB,Saturday,8,Clear,126.0,95.0,20.0,0,0
FL885,Emirates,BKK,ISB,Wednesday,10,Fog,157.0,17.0,12.0,0,0
FL886,SereneAir,DOH,BKK,Tuesday,13,Clear,237.0,69.0,17.0,0,0
FL887,SereneAir,KHI,DXB,Friday,18,Rain,168.0,90.0,26.0,0,0
FL888,PIA,BKK,KHI,Monday,17,Clear,164.0,93.0,33.0,1,1
FL889,FlyJinnah,DXB,SIN,Friday,17,Clear,159.0,0.0,11.0,0,1
FL890,Qatar,DXB,KHI,Saturday,18,Clear,202.0,0.0,13.0,0,0
FL891,SereneAir,IST,DXB,Friday,5,Fog,152.0,0.0,22.0,1,1
FL892,Emirates,LHR,ISB,Saturday,17,Clear,176.0,0.0,10.0,0,0
FL893,Turkish,LHR,IST,Thursday,9,Clear,104.0,5.0,20.0,0,1
FL894,FlyJinnah,LHR,SIN,Thursday,7,Cloudy,95.0,42.0,27.0,0,1
FL895,Turkish,LHE,DXB,Friday,20,Clear,207.0,16.0,20.0,0,0
FL896,AirBlue,LHR,SIN,Thursday,11,Rain,108.0,16.0,28.0,0,1
FL897,AirBlue,JFK,SIN,Monday,20,Cloudy,147.0,27.0,7.0,0,0
FL898,AirBlue,IST,SIN,Monday,5,Clear,167.0,57.0,27.0,0,1
FL899,Turkish,IST,DXB,Tuesday,21,Rain,89.0,0.0,5.0,0,0
FL900,FlyJinnah,LHE,JFK,Monday,14,Clear,239.0,0.0,27.0,0,0
FL901,Turkish,ISB,SIN,Tuesday,8,Clear,132.0,33.0,26.0,0,0
FL902,Turkish,DXB,KHI,Wednesday,17,Cloudy,188.0,44.0,28.0,1,1
FL903,PIA,ISB,LHR,Monday,10,Rain,206.0,13.0,22.0,0,1
FL904,SereneAir,LHE,DXB,Wednesday,20,Clear,197.0,0.0,12.0,0,0
FL905,SereneAir,BKK,ISB,Saturday,8,Cloudy,93.0,73.0,21.0,1,0
FL906,Turkish,IST,JFK,Wednesday,6,Clear,199.0,76.0,20.0,1,1
FL907,Turkish,DOH,DXB,Tuesday,6,Cloudy,218.0,17.0,16.0,0,0
FL908,SereneAir,IST,LHR,Sunday,16,Clear,133.0,85.0,12.0,1,1
FL909,PIA,BKK,IST,Friday,19,Clear,175.0,35.0,23.0,0,1
FL910,Qatar,DOH,JFK,Tuesday,9,Clear,187.0,90.0,11.0,2,0
FL911,Turkish,DXB,DOH,Sunday,15,Rain,193.0,0.0,19.0,0,0
FL912,Qatar,ISB,IST,Monday,8,Clear,142.0,32.0,20.0,0,0
FL913,Qatar,DOH,DXB,Monday,16,Rain,196.0,0.0,32.0,0,0
FL914,AirBlue,DXB,LHR,Saturday,19,Clear,157.0,15.0,25.0,0,0
FL915,AirBlue,KHI,ISB,Thursday,7,Clear,158.0,0.0,17.0,0,1
FL916,AirBlue,KHI,LHR,Saturday,10,Clear,126.0,22.0,29.0,0,0
FL917,Emirates,LHR,DXB,Sunday,8,Cloudy,188.0,11.0,29.0,0,0
FL918,Emirates,LHR,DXB,Saturday,19,Clear,,32.0,20.0,0,0
FL919,Emirates,IST,LHR,Tuesday,15,Clear,229.0,10.0,13.0,0,0
FL920,SereneAir,LHE,JFK,Wednesday,16,Clear,109.0,7.0,6.0,0,1
FL921,Emirates,LHE,DXB,Sunday,18,Rain,108.0,34.0,31.0,0,1
FL922,Emirates,DXB,JFK,Thursday,7,Cloudy,178.0,0.0,20.0,0,0
FL923,AirBlue,LHR,LHE,Sunday,17,Rain,148.0,0.0,28.0,0,0
FL924,AirBlue,SIN,KHI,Sunday,8,Clear,157.0,25.0,21.0,0,0
FL925,PIA,BKK,DOH,Wednesday,10,Clear,119.0,24.0,13.0,1,0
FL926,Emirates,LHR,JFK,Sunday,14,Clear,145.0,0.0,22.0,1,0
FL927,FlyJinnah,DOH,BKK,Monday,6,Cloudy,146.0,0.0,14.0,1,0
FL928,Turkish,LHR,DXB,Friday,11,Clear,217.0,39.0,25.0,0,0
FL929,Qatar,ISB,IST,Friday,7,Clear,184.0,31.0,32.0,0,1
FL930,FlyJinnah,LHR,DXB,Monday,10,Rain,151.0,4.0,13.0,0,0
FL931,PIA,KHI,DXB,Tuesday,7,Storm,158.0,11.0,26.0,0,0
FL932,PIA,DOH,LHR,Friday,17,Clear,231.0,33.0,17.0,0,0
FL933,PIA,BKK,LHE,Saturday,8,Cloudy,118.0,7.0,33.0,0,1
